stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
82,0.5,1.0,69.52439299999969,,69.50843390001683,69.52439299999969,70.00765690000844,70.00765690000844,70.02439020000747,70.30552390002413,70.34133860000293,right,1.0,0,0,0.3178180000104476,001,001,2025-09-04_10h29.53.960,ADAPTIVESTAIRCASE,,2025.1.1,60.940680339146084,2025-09-04 10h30.02.290526 +0530,
83,0.5,1.0,70.35541790002026,,70.34164080000482,70.35541790002026,70.84034660001635,70.84034660001635,70.8580537000089,71.14130710001336,71.1419320999994,left,-1.0,1,1,0.2854112999921199,001,001,2025-09-04_10h29.53.960,ADAPTIVESTAIRCASE,,2025.1.1,60.940680339146084,2025-09-04 10h30.02.290526 +0530,
84,0.5,1.0,71.15837040002225,,71.14223870000569,71.15837040002225,71.64182260000962,71.64182260000962,71.65814949999913,,71.77618870002334,right,1.0,0,0,0.13011979998555034,001,001,2025-09-04_10h29.53.960,ADAPTIVESTAIRCASE,,2025.1.1,60.940680339146084,2025-09-04 10h30.02.290526 +0530,
85,0.5,1.0,71.79110750000109,,71.77649180000299,71.79110750000109,72.29123980001896,72.29123980001896,72.29123980001896,,72.37554269999964,left,-1.0,1,1,0.0754218999936711,001,001,2025-09-04_10h29.53.960,ADAPTIVESTAIRCASE,,2025.1.1,60.940680339146084,2025-09-04 10h30.02.290526 +0530,
86,0.5,1.0,72.39172610000242,,72.37585260000196,72.39172610000242,72.89113760000328,72.89113760000328,72.89113760000328,,73.09160450001946,right,1.0,0,0,0.19782100000884384,001,001,2025-09-04_10h29.53.960,ADAPTIVESTAIRCASE,,2025.1.1,60.940680339146084,2025-09-04 10h30.02.290526 +0530,
87,0.5,1.0,73.1084630000114,,73.0919120000035,73.1084630000114,73.59215740000946,73.59215740000946,73.60767630001646,,73.72161970002344,left,-1.0,1,1,0.11623120002332143,001,001,2025-09-04_10h29.53.960,ADAPTIVESTAIRCASE,,2025.1.1,60.940680339146084,2025-09-04 10h30.02.290526 +0530,
88,0.5,1.0,73.74171640002169,,73.7219036000024,73.74171640002169,74.2248394000053,74.2248394000053,74.24054660002002,,74.391849800013,left,-1.0,1,1,0.1644300000043586,001,001,2025-09-04_10h29.53.960,ADAPTIVESTAIRCASE,,2025.1.1,60.940680339146084,2025-09-04 10h30.02.290526 +0530,
89,0.5,1.0,74.40697500001988,,74.39215630001854,74.40697500001988,74.89035300002433,74.89035300002433,74.907434200024,,75.05949820001842,left,-1.0,1,1,0.1685447999916505,001,001,2025-09-04_10h29.53.960,ADAPTIVESTAIRCASE,,2025.1.1,60.940680339146084,2025-09-04 10h30.02.290526 +0530,
90,0.5,0.5,75.071887099999,,75.05976220002049,75.071887099999,75.57229140002164,75.57229140002164,75.57229140002164,,75.7597338000196,left,-0.5,1,1,0.18175909999990836,001,001,2025-09-04_10h29.53.960,ADAPTIVESTAIRCASE,,2025.1.1,60.940680339146084,2025-09-04 10h30.02.290526 +0530,
91,0.5,0.5,75.77650490001542,,75.76003620002302,75.77650490001542,76.27079780001077,76.27079780001077,76.2916957999987,,76.35883569999714,left,-0.5,1,1,0.08117289998335764,001,001,2025-09-04_10h29.53.960,ADAPTIVESTAIRCASE,,2025.1.1,60.940680339146084,2025-09-04 10h30.02.290526 +0530,
92,0.5,0.5,76.37420940000447,,76.35913480000454,76.37420940000447,76.8596115000255,76.8596115000255,76.87442990002455,,76.9403980000061,left,-0.5,0,0,0.07579570001689717,001,001,2025-09-04_10h29.53.960,ADAPTIVESTAIRCASE,,2025.1.1,60.940680339146084,2025-09-04 10h30.02.290526 +0530,
93,0.5,1.0,76.95503230000031,,76.94055700002355,76.95503230000031,77.44026719999965,77.44026719999965,77.45755300001474,,77.55941590000293,right,1.0,0,0,0.11787299998104572,001,001,2025-09-04_10h29.53.960,ADAPTIVESTAIRCASE,,2025.1.1,60.940680339146084,2025-09-04 10h30.02.290526 +0530,
94,0.5,1.0,77.57516990002478,,77.55973490001634,77.57516990002478,78.07470779999858,78.07470779999858,78.07470779999858,,78.27465940002003,right,1.0,0,0,0.18408990002353676,001,001,2025-09-04_10h29.53.960,ADAPTIVESTAIRCASE,,2025.1.1,60.940680339146084,2025-09-04 10h30.02.290526 +0530,
95,0.5,1.0,78.29034910001792,,78.27497620001668,78.29034910001792,78.77400830000988,78.77400830000988,78.79105950001394,,78.7917253000196,right,1.0,1,1,0.005703100003302097,001,001,2025-09-04_10h29.53.960,ADAPTIVESTAIRCASE,,2025.1.1,60.940680339146084,2025-09-04 10h30.02.290526 +0530,
96,0.5,1.0,78.80844310001703,,78.79205060002278,78.80844310001703,79.29172560002189,79.29172560002189,79.30747369999881,,79.30833190001431,right,1.0,1,1,0.0025208000151906163,001,001,2025-09-04_10h29.53.960,ADAPTIVESTAIRCASE,,2025.1.1,60.940680339146084,2025-09-04 10h30.02.290526 +0530,
97,0.5,1.0,79.32449570001336,,79.3086341000162,79.32449570001336,79.82154679999803,79.82154679999803,79.83838280002237,,80.04182730001048,right,1.0,1,1,0.20488219999242574,001,001,2025-09-04_10h29.53.960,ADAPTIVESTAIRCASE,,2025.1.1,60.940680339146084,2025-09-04 10h30.02.290526 +0530,
98,0.5,0.5,80.05835350000416,,80.04215520000434,80.05835350000416,80.5419856000226,80.5419856000226,80.55770689999918,80.85713300001225,80.9582959000254,left,-0.5,1,1,0.40833209999254905,001,001,2025-09-04_10h29.53.960,ADAPTIVESTAIRCASE,,2025.1.1,60.940680339146084,2025-09-04 10h30.02.290526 +0530,
99,0.5,0.5,80.9752500000177,,80.9586051000224,80.9752500000177,81.45728850000887,81.45728850000887,81.49133660001098,,81.71279710001545,left,-0.5,0,0,0.25075949999154545,001,001,2025-09-04_10h29.53.960,ADAPTIVESTAIRCASE,,2025.1.1,60.940680339146084,2025-09-04 10h30.02.290526 +0530,
