reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
15,35,13,84,0,12,l,0.9229736,None,12,0,84,1,133.042449,,133.0278259,133.042449,134.0419273,134.0419273,134.0419273,134.9754256,l,0.9229736,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
49,60,89,85,1,12,t,0.6938671,None,12,1,85,4,134.9920101,,134.9824684,134.9920101,135.9758894,135.9758894,135.9925298,136.6769191,t,0.6938671,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
40,55,62,86,2,12,t,0.709837,None,12,2,86,3,136.6991428,,136.6911241,136.6991428,137.6924803,137.6924803,137.7096588,138.4101302,t,0.709837,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
78,80,162,87,3,12,t,0.6898474,None,12,3,87,6,138.4329874,,138.4260891,138.4329874,139.425977,139.425977,139.442271,140.1270757,t,0.6898474,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
11,30,7,88,4,12,l,0.749512,None,12,4,88,0,140.1490952,,140.1428752,140.1490952,141.142268,141.142268,141.1590441,141.8933896,l,0.749512,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
27,50,21,89,5,12,l,0.8733096,None,12,5,89,2,141.9132652,,141.907178,141.9132652,142.9082407,142.9082407,142.9251695,143.7938577,l,0.8733096,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
67,75,119,90,6,12,t,0.9481289,None,12,6,90,5,143.8117398,,143.8068689,143.8117398,144.8092442,144.8092442,144.8257815,145.7602039,t,0.9481289,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
78,80,162,91,0,13,l,0.4114418,None,13,0,91,6,145.7817421,,145.7741339,145.7817421,146.7758046,146.7758046,146.7920602,147.1944444,l,0.4114418,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
15,35,13,92,1,13,l,0.1922114,None,13,1,92,1,147.2096948,,147.2017575,147.2096948,148.2089985,148.2089985,148.2089985,148.4101178,l,0.1922114,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
40,55,62,93,2,13,l,0.5852329,None,13,2,93,3,148.4255999,,148.4171653,148.4255999,149.425516,149.425516,149.425516,150.0250091,l,0.5852329,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
67,75,119,94,3,13,l,9.00E-07,None,13,3,94,5,150.0420078,,150.0310626,150.0420078,151.0260257,151.0260257,151.0479553,151.0271832,l,9.00E-07,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
49,60,89,95,4,13,l,0.0943233,None,13,4,95,4,151.0479553,,151.0413759,151.0479553,152.042336,152.042336,152.0588937,152.1438383,l,0.0943233,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
27,50,21,96,5,13,l,0.4217389,None,13,5,96,2,152.1634792,,152.1569176,152.1634792,153.1591001,153.1591001,153.1755506,153.5940162,l,0.4217389,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
11,30,7,97,6,13,t,0.908783,None,13,6,97,0,153.6142766,,153.6079253,153.6142766,154.6091789,154.6091789,154.6257054,155.5252623,t,0.908783,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
78,80,162,98,0,14,l,0.3142787,None,14,0,98,6,155.5412093,,155.5319091,155.5412093,156.5258024,156.5258024,156.5424187,156.8427003,l,0.3142787,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
49,60,89,99,1,14,l,0.5500582,None,14,1,99,4,156.8579342,,156.8488781,156.8579342,157.8420128,157.8420128,157.8585921,158.3935716,l,0.5500582,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
11,30,7,100,6,91,l,40.9742656,None,91,6,100,0,1496.192091,,1496.181316,1496.192091,1497.175475,1497.175475,1497.19227,1538.159457,l,40.9742656,None,P2,1,2025-11-04_22h14.38.763,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,59.90513423,2025-11-04 22h14.51.418157 +0530
40,55,62,101,0,92,t,1.0754162,None,92,0,101,3,1538.175111,,1538.164801,1538.175111,1539.175001,1539.175001,1539.175001,1540.258589,t,1.0754162,None,P2,1,2025-11-04_22h14.38.763,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,59.90513423,2025-11-04 22h14.51.418157 +0530
11,30,7,102,1,92,l,0.6132071,None,92,1,102,0,1540.274502,,1540.264605,1540.274502,1541.258275,1541.258275,1541.274914,1541.875626,l,0.6132071,None,P2,1,2025-11-04_22h14.38.763,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,59.90513423,2025-11-04 22h14.51.418157 +0530
27,50,21,103,2,92,l,0.700624,None,92,2,103,2,1541.89191,,1541.881376,1541.89191,1542.875116,1542.875116,1542.891671,1543.592351,l,0.700624,None,P2,1,2025-11-04_22h14.38.763,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,59.90513423,2025-11-04 22h14.51.418157 +0530
78,80,162,104,5,91,t,58.1980885,None,91,5,104,6,1436.976154,,1436.965782,1436.976154,1437.97637,1437.97637,1437.97637,1496.17567,t,58.1980885,None,P2,1,2025-11-04_22h14.38.763,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,59.90513423,2025-11-04 22h14.51.418157 +0530
