delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
0.1,1000,expected,99,3,8,space,0.2303183,None,480,1,[1.8064769000047818],[1.806494999997085],8,3,99,9,510.6674149,,510.6524221,510.6674149,511.6671285,511.6671285,511.6671285,511.9019156,space,0.2303183,None,511.902956,512.0170181,512.3292194,512.3155967,512.3164147,512.3292194,512.3292194,512.3292194,514.1362641,480,1,[1.8064769000047818],[1.806494999997085],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,400,unexp,100,4,8,space,0.0974707,None,490,1,[3.132314899994526],[3.132331000000704],8,4,100,2,514.1503483,,514.1366968,514.1503483,515.1509977,515.1509977,515.1509977,515.2511888,space,0.0974707,None,515.2524753,515.9505318,516.2852672,516.2555052,516.2562737,516.2852672,516.2852672,516.2852672,519.4182809,490,1,[3.132314899994526],[3.132331000000704],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,101,5,8,space,0.2688835,None,500,1,[2.0045608000073116],[2.004574100021273],8,5,101,6,519.43358,,519.4188443,519.43358,520.4348378,520.4348378,520.4348378,520.7195715,space,0.2688835,None,520.7211176,520.8351667,521.1500405,521.1358886,521.1366253,521.1500405,521.1500405,521.1500405,523.1554148,500,1,[2.0045608000073116],[2.004574100021273],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,102,6,8,space,0.4173663,None,510,1,[3.2036253999976907],[3.20364019999397],8,6,102,11,523.1665155,,523.1558628,523.1665155,524.167426,524.167426,524.167426,524.5862213,space,0.4173663,None,524.5881026,525.3011685,525.6136979,525.596523,525.5972838,525.6136979,525.6136979,525.6136979,528.8179405,510,1,[3.2036253999976907],[3.20364019999397],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,103,7,8,space,0.1257142,None,520,1,[2.711700399988331],[2.711714099976234],8,7,103,8,528.8337591,,528.8181997,528.8337591,529.8178319,529.8178319,529.8343918,529.9518823,space,0.1257142,None,529.9528537,530.6516316,530.9723458,530.9562699,530.9569719,530.9723458,530.9723458,530.9723458,533.6845383,520,1,[2.711700399988331],[2.711714099976234],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,104,8,8,space,0.1297257,None,530,1,[2.11808749998454],[2.118104699999094],8,8,104,5,533.6998819,,533.6849558,533.6998819,534.684786,534.684786,534.7008636,534.8185267,space,0.1297257,None,534.8195246,535.5340189,535.8490697,535.8352743,535.8359945,535.8490697,535.8490697,535.8490697,537.9677276,530,1,[2.11808749998454],[2.118104699999094],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,400,unexp,105,9,8,space,0.3660574,None,540,1,[3.970680700003868],[3.9706965000077616],8,9,105,0,537.9836211,,537.9682279,537.9836211,538.9671002,538.9671002,538.9840879,539.3356317,space,0.3660574,None,539.3366028,539.4508027,539.7666002,539.755533,539.7561129,539.7666002,539.7666002,539.7666002,543.7376987,540,1,[3.970680700003868],[3.9706965000077616],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,400,unexp,106,10,8,space,0.0888983,None,550,1,[2.2276101000024937],[2.227622300008079],8,10,106,1,543.7496674,,543.7380391,543.7496674,544.7510143,544.7510143,544.7510143,544.851776,space,0.0888983,None,544.8531076,545.2511371,545.5601442,545.5444819,545.5452414,545.5601442,545.5601442,545.5601442,547.7881838,550,1,[2.2276101000024937],[2.227622300008079],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,107,11,8,space,0.1091189,None,550,1,[4.496585600019898],[4.4966112000111025],8,11,107,4,547.7992666,,547.7885385,547.7992666,548.8007375,548.8007375,548.8007375,548.9181273,space,0.1091189,None,548.9191631,549.3174692,549.6383197,549.6156849,549.6170368,549.6383197,549.6383197,549.6383197,554.1353842,550,1,[4.496585600019898],[4.4966112000111025],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,108,0,9,space,0.0295921,None,560,1,[4.387624900002265],[4.3876408000069205],9,0,108,8,554.1497268,,554.135773,554.1497268,555.1509966,555.1509966,555.1509966,555.1850062,space,0.0295921,None,555.1860346,555.8842893,556.1984222,556.184117,556.1849238,556.1984222,556.1984222,556.1984222,560.5866501,560,1,[4.387624900002265],[4.3876408000069205],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,400,unexp,109,1,9,space,0.2515455,None,570,1,[4.256423399987398],[4.256439199991291],9,1,109,2,560.5997003,,560.5870999,560.5997003,561.6006431,561.6006431,561.6006431,561.8679789,space,0.2515455,None,561.8689553,562.5675759,562.8790666,562.8641454,562.8652131,562.8790666,562.8790666,562.8790666,567.1361072,570,1,[4.256423399987398],[4.256439199991291],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,110,2,9,space,0.191934,None,580,1,[4.003709800017532],[4.003721400018549],9,2,110,7,567.149448,,567.1368033,567.149448,568.1502771,568.1502771,568.1502771,568.35041,space,0.191934,None,568.351779,568.7501863,569.0642296,569.0495449,569.0503057,569.0642296,569.0642296,569.0642296,573.0686006,580,1,[4.003709800017532],[4.003721400018549],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,400,unexp,111,3,9,space,0.1522008,None,590,1,[1.8515800000168383],[1.8515882999927271],9,3,111,1,573.0825794,,573.0689296,573.0825794,574.0838386,574.0838386,574.0838386,574.2513735,space,0.1522008,None,574.2520825,574.6664731,574.9815623,574.9670256,574.9677599,574.9815623,574.9815623,574.9815623,576.8336092,590,1,[1.8515800000168383],[1.8515882999927271],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,112,4,9,space,1.165713,None,600,1,[2.266024300013669],[2.266044200019678],9,4,112,6,576.8495475,,576.8338318,576.8495475,577.8329339,577.8329339,577.84985,579.0009742,space,1.165713,None,579.0022189,579.1007244,579.4175625,579.4018474,579.4025977,579.4175625,579.4175625,579.4175625,581.6843337,600,1,[2.266024300013669],[2.266044200019678],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,400,unexp,113,5,9,space,0.1982263,None,610,1,[4.255866999999853],[4.255880499986233],9,5,113,0,581.700345,,581.6846012,581.700345,582.7004601,582.7004601,582.7004601,582.9009277,space,0.1982263,None,582.9021115,583.0158471,583.329264,583.314987,583.3157878,583.329264,583.329264,583.329264,587.5855352,610,1,[4.255866999999853],[4.255880499986233],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,114,6,9,space,1.4966167,None,620,1,[3.271655999997165],[3.2716733000124805],9,6,114,3,587.5996496,,587.5858978,587.5996496,588.6004085,588.6004085,588.6004085,590.1003514,space,1.4966167,None,590.1012317,590.2163718,590.5312489,590.5175322,590.5182765,590.5312489,590.5312489,590.5312489,593.803615,620,1,[3.271655999997165],[3.2716733000124805],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,115,7,9,space,0.4704987,None,630,1,[3.7718324000015855],[3.7718487000092864],9,7,115,5,593.816004,,593.8040785,593.816004,594.8160005,594.8160005,594.8160005,595.3014523,space,0.4704987,None,595.3025902,596.0165159,596.3285787,596.3148785,596.3155913,596.3285787,596.3285787,596.3285787,600.1009351,630,1,[3.7718324000015855],[3.7718487000092864],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,116,8,9,space,0.5047293,None,640,1,[3.2527890999917872],[3.252803599985782],9,8,116,10,600.1156632,,600.1014674,600.1156632,601.1003869,601.1003869,601.1167521,601.6181828,space,0.5047293,None,601.6191858,602.0333825,602.3474404,602.3334572,602.3352545,602.3474404,602.3474404,602.3474404,605.6008054,640,1,[3.2527890999917872],[3.252803599985782],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,117,9,9,space,0.2072474,None,650,1,[5.140439700015122],[5.140461100003449],9,9,117,4,605.6160902,,605.6013395,605.6160902,606.6167103,606.6167103,606.6167103,606.8332485,space,0.2072474,None,606.8342373,607.2335238,607.5467458,607.5336016,607.5343505,607.5467458,607.5467458,607.5467458,612.6878392,650,1,[5.140439700015122],[5.140461100003449],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,118,10,9,space,0.3387858,None,660,1,[2.5233521000191104],[2.5233629000140354],9,10,118,9,612.6998719,,612.688299,612.6998719,613.6999922,613.6999922,613.6999922,614.0511292,space,0.3387858,None,614.0520995,614.1662697,614.4780514,614.4641628,614.4649164,614.4780514,614.4780514,614.4780514,617.0017257,660,1,[2.5233521000191104],[2.5233629000140354],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,119,11,9,space,0.2712571,None,670,1,[2.8240791999851353],[2.824097200005781],9,11,119,11,617.0157816,,617.0021235,617.0157816,618.0168111,618.0168111,618.0168111,618.3010125,space,0.2712571,None,618.3020117,619.0164075,619.3283618,619.3141017,619.314921,619.3283618,619.3283618,619.3283618,622.1529695,670,1,[2.8240791999851353],[2.824097200005781],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,120,0,10,space,0.9834766,None,680,1,[3.239312899997458],[3.2393272000190336],10,0,120,9,622.1657249,,622.1534227,622.1657249,623.1667526,623.1667526,623.1667526,624.1511281,space,0.9834766,None,624.1521283,624.2662907,624.579331,624.5660816,624.5668239,624.579331,624.579331,624.579331,627.8191197,680,1,[3.239312899997458],[3.2393272000190336],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,400,unexp,121,1,10,space,0.088766,None,690,1,[3.6844344999990426],[3.6844611999986228],10,1,121,1,627.8323543,,627.8195302,627.8323543,628.8329534,628.8329534,628.8329534,628.934152,space,0.088766,None,628.9351346,629.3334182,629.6503293,629.636615,629.6373598,629.6503293,629.6503293,629.6503293,633.3355215,690,1,[3.6844344999990426],[3.6844611999986228],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,122,2,10,space,0.3626388,None,700,1,[2.096200600004522],[2.0962155000015628],10,2,122,10,633.349094,,633.3360158,633.349094,634.3507186,634.3507186,634.3507186,634.717737,space,0.3626388,None,634.7196268,635.133605,635.4575216,635.4288479,635.4299226,635.4575216,635.4575216,635.4575216,637.5544409,700,1,[2.096200600004522],[2.0962155000015628],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,123,3,10,space,0.2270883,None,756,1,[2.9932511000079103],[2.993270000006305],10,3,123,4,637.5655261,,637.5549153,637.5655261,638.5666483,638.5666483,638.5666483,638.8002276,space,0.2270883,None,638.8012333,639.1995912,639.5085842,639.4943126,639.4950427,639.5085842,639.5085842,639.5085842,642.5023548,756,1,[2.9932511000079103],[2.993270000006305],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,124,4,10,space,0.147944,None,754,1,[4.935085000004619],[4.935098300018581],10,4,124,7,642.5159503,,642.5026857,642.5159503,643.5163196,643.5163196,643.5163196,643.6677956,space,0.147944,None,643.6688224,644.0829654,644.3993075,644.3839801,644.384872,644.3993075,644.3993075,644.3993075,649.3348729,754,1,[4.935085000004619],[4.935098300018581],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,400,unexp,125,5,10,space,2.4488052,None,786,1,[2.356056399992667],[2.3560700999805704],10,5,125,2,649.34894,,649.3352713,649.34894,650.3499147,650.3499147,650.3499147,652.7997798,space,2.4488052,None,652.8009857,653.4995731,653.8267029,653.7987964,653.7999331,653.8267029,653.8267029,653.8267029,656.1833543,786,1,[2.356056399992667],[2.3560700999805704],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,126,6,10,space,0.3034835,None,768,1,[2.1381179000018165],[2.1381338000064716],10,6,126,3,656.1987911,,656.1838374,656.1987911,657.1827335,657.1827335,657.1998278,657.5007111,space,0.3034835,None,657.5017659,657.6165882,657.9280797,657.9167194,657.9173894,657.9280797,657.9280797,657.9280797,660.0667094,768,1,[2.1381179000018165],[2.1381338000064716],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,127,7,10,space,0.0113704,None,768,1,[1.9940126000146847],[1.9940271000086796],10,7,127,5,660.0826377,,660.0671582,660.0826377,661.0665706,661.0665706,661.083074,661.0839325,space,0.0113704,None,661.0849092,661.7831252,662.0908324,662.0764271,662.0771981,662.0908324,662.0908324,662.0908324,664.0852665,768,1,[1.9940126000146847],[1.9940271000086796],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,128,8,10,space,0.4556712,None,432,1,[2.717132899997523],[2.7171487999730743],10,8,128,11,664.0987153,,664.0856474,664.0987153,665.0996484,665.0996484,665.0996484,665.568161,space,0.4556712,None,665.5699884,666.2830813,666.5989602,666.5859258,666.5866807,666.5989602,666.5989602,666.5989602,669.3166088,432,1,[2.717132899997523],[2.7171487999730743],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,129,9,10,space,0.0584709,None,546,1,[1.9836713999975473],[1.9836868999991566],10,9,129,6,669.3320789,,669.3170474,669.3320789,670.3160748,670.3160748,670.3326256,670.3830622,space,0.0584709,None,670.3840128,670.4826822,670.7991395,670.78555,670.7864887,670.7991395,670.7991395,670.7991395,672.7832777,546,1,[1.9836713999975473],[1.9836868999991566],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,130,10,10,space,0.2024489,None,567,1,[1.885725400003139],[1.8857424999878276],10,10,130,8,672.7986714,,672.783766,672.7986714,673.7827124,673.7827124,673.7993463,674.0007267,space,0.2024489,None,674.0018744,674.7160797,675.0304923,675.0160129,675.0167904,675.0304923,675.0304923,675.0304923,676.9168116,567,1,[1.885725400003139],[1.8857424999878276],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,400,unexp,131,11,10,space,0.8420221,None,546,1,[1.9372861000010744],[1.9373005999950692],10,11,131,0,676.9319681,,676.9172587,676.9319681,677.9323702,677.9323702,677.9323702,678.7830912,space,0.8420221,None,678.7843272,678.8829985,679.1953969,679.1810671,679.1819659,679.1953969,679.1953969,679.1953969,681.133243,546,1,[1.9372861000010744],[1.9373005999950692],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,132,0,11,space,0.667155,None,678,1,[1.8851476999989245],[1.8851632000005338],11,0,132,5,681.1491091,,681.1336955,681.1491091,682.1326673,682.1326673,682.1489603,682.8027566,space,0.667155,None,682.8042358,683.5160531,683.8474397,683.8167628,683.8182318,683.8474397,683.8474397,683.8474397,685.733154,678,1,[1.8851476999989245],[1.8851632000005338],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,133,1,11,space,0.3520098,None,987,1,[3.1550967000075616],[3.1551119000068866],11,1,133,11,685.749009,,685.7336449,685.749009,686.732605,686.732605,686.7493729,687.0998847,space,0.3520098,None,687.1008277,687.7992607,688.1107765,688.0974458,688.0981762,688.1107765,688.1107765,688.1107765,691.266305,987,1,[3.1550967000075616],[3.1551119000068866],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,134,2,11,space,0.0428551,None,999,1,[3.0868926999974065],[3.086903599993093],11,2,134,10,691.282295,,691.2667475,691.282295,692.2662116,692.2662116,692.2829081,692.3165878,space,0.0428551,None,692.3175496,692.7157691,693.0287366,693.0153555,693.0160968,693.0287366,693.0287366,693.0287366,696.1158789,999,1,[3.0868926999974065],[3.086903599993093],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,135,3,11,space,0.2679691,None,965,1,[2.9395223999745212],[2.9395358999900054],11,3,135,6,696.1320821,,696.1161011,696.1320821,697.1163123,697.1163123,697.1323054,697.4002229,space,0.2679691,None,697.4011763,697.5156628,697.8260681,697.8137805,697.8146437,697.8260681,697.8260681,697.8260681,700.7660531,965,1,[2.9395223999745212],[2.9395358999900054],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,136,4,11,space,0.6769368,None,879,1,[3.903697000001557],[3.9037145000183955],11,4,136,4,700.7820364,,700.7664731,700.7820364,701.7661313,701.7661313,701.7836575,702.4488139,space,0.6769368,None,702.4498485,702.8485826,703.1620203,703.1467076,703.1481349,703.1620203,703.1620203,703.1620203,707.0662474,879,1,[3.903697000001557],[3.9037145000183955],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,137,5,11,space,0.1002354,None,567,1,[3.138011600007303],[3.138026800006628],11,5,137,3,707.0822668,,707.0667214,707.0822668,708.0657489,708.0657489,708.0820263,708.1671441,space,0.1002354,None,708.1681037,708.2819396,708.5971119,708.5836518,708.5844309,708.5971119,708.5971119,708.5971119,711.7356934,567,1,[3.138011600007303],[3.138026800006628],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,400,unexp,138,6,11,space,0.2901123,None,545,1,[3.5050727000052575],[3.5050846000085585],11,6,138,0,711.7483059,,711.7362023,711.7483059,712.7488266,712.7488266,712.7488266,713.0510242,space,0.2901123,None,713.052177,713.1654568,713.4819534,713.4673184,713.4680753,713.4819534,713.4819534,713.4819534,716.9875152,545,1,[3.5050727000052575],[3.5050846000085585],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,400,unexp,139,7,11,space,1.5548488,None,550,1,[2.4370761000027414],[2.437088800012134],11,7,139,1,716.9982321,,716.9879431,716.9982321,717.9983993,717.9983993,717.9983993,719.5666751,space,1.5548488,None,719.5676538,719.9658922,720.2798345,720.2652728,720.2660313,720.2798345,720.2798345,720.2798345,722.717327,550,1,[2.4370761000027414],[2.437088800012134],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,140,8,11,space,0.1651382,None,110,1,[2.7793511000054423],[2.779368199990131],11,8,140,8,722.731482,,722.7177671,722.731482,723.7327631,723.7327631,723.7327631,723.8989823,space,0.1651382,None,723.8999878,724.5983115,724.922687,724.8991793,724.9003445,724.922687,724.922687,724.922687,727.7026624,110,1,[2.7793511000054423],[2.779368199990131],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,141,9,11,space,2.0031315,None,220,1,[2.552801999991061],[2.552818900003331],11,9,141,9,727.7148755,,727.7031091,727.7148755,728.715369,728.715369,728.715369,730.7330888,space,2.0031315,None,730.7340576,730.8482185,731.1633475,731.1456713,731.1467543,731.1633475,731.1633475,731.1633475,733.7166511,220,1,[2.552801999991061],[2.552818900003331],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,142,10,11,space,0.0810139,None,330,1,[2.5700190999777988],[2.5700259000004735],11,10,142,7,733.7326297,,733.7171606,733.7326297,734.7317818,734.7317818,734.7317818,734.8158451,space,0.0810139,None,734.816855,735.2157285,735.528252,735.5147275,735.5154799,735.528252,735.528252,735.528252,738.0985304,330,1,[2.5700190999777988],[2.5700259000004735],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,400,unexp,143,11,11,space,0.3508264,None,440,1,[2.1873528999858536],[2.1873689999920316],11,11,143,2,738.1150053,,738.0987739,738.1150053,739.0989633,739.0989633,739.1152486,739.4666289,space,0.3508264,None,739.4676468,740.1658591,740.4821033,740.467989,740.4689021,740.4821033,740.4821033,740.4821033,742.670015,440,1,[2.1873528999858536],[2.1873689999920316],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,144,0,12,space,0.437105,None,550,1,[3.367207300005248],[3.3672212999954354],12,0,144,6,742.6811907,,742.6704815,742.6811907,743.6826241,743.6826241,743.6826241,744.132868,space,0.437105,None,744.1338511,744.2319627,744.5482625,744.5344061,744.5352623,744.5482625,744.5482625,744.5482625,747.9161392,550,1,[3.367207300005248],[3.3672212999954354],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,145,1,12,space,0.3073537,None,660,1,[2.416951199993491],[2.4169702000217512],12,1,145,9,747.9313582,,747.9165782,747.9313582,748.91608,748.91608,748.932589,749.2316082,space,0.3073537,None,749.2325275,749.3316715,749.6486238,749.6341644,749.6359355,749.6486238,749.6486238,749.6486238,752.0661436,660,1,[2.416951199993491],[2.4169702000217512],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,146,2,12,space,0.0128534,None,770,1,[2.4894241000001784],[2.4894409000116866],12,2,146,11,752.0811598,,752.0666408,752.0811598,753.0658015,753.0658015,753.0814617,753.0821734,space,0.0128534,None,753.0831712,753.7980227,754.1111654,754.0967851,754.0975592,754.1111654,754.1111654,754.1111654,756.6012318,770,1,[2.4894241000001784],[2.4894409000116866],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,400,unexp,147,3,12,space,0.2303835,None,880,1,[2.4058312000124715],[2.4058451000018977],12,3,147,2,756.6147748,,756.6017467,756.6147748,757.6151939,757.6151939,757.6151939,757.8493649,space,0.2303835,None,757.8501311,758.5650862,758.8774004,758.8661926,758.8667869,758.8774004,758.8774004,758.8774004,761.2837426,880,1,[2.4058312000124715],[2.4058451000018977],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,148,4,12,space,0.2964901,None,990,1,[2.3177605999808293],[2.317777099990053],12,4,148,10,761.297679,,761.2841845,761.297679,762.2990898,762.2990898,762.2990898,762.6000688,space,0.2964901,None,762.6010423,763.0154095,763.3487338,763.3191609,763.3203189,763.3487338,763.3487338,763.3487338,765.6670918,990,1,[2.3177605999808293],[2.317777099990053],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,149,5,12,space,0.0108562,None,100,1,[3.3552637999819126],[3.355275599984452],12,5,149,3,765.6809518,,765.6675265,765.6809518,766.682723,766.682723,766.682723,766.6996518,space,0.0108562,None,766.700607,766.7990188,767.1106669,767.0959869,767.0972061,767.1106669,767.1106669,767.1106669,770.4663883,100,1,[3.3552637999819126],[3.355275599984452],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
